Institution,Word,Count
Cambridge,DIABETES-MELLITUS,18
Cambridge,LESIONS,18
Cambridge,SERUM,18
Cambridge,GROWTH-FACTOR,18
Cambridge,ovarian cancer,18
Cambridge,SYSTEMIC-LUPUS-ERYTHEMATOSUS,18
Cambridge,DROSOPHILA,18
Cambridge,TUMOR-SUPPRESSOR,18
Cambridge,PROGENITOR CELLS,18
Cambridge,POSTMENOPAUSAL WOMEN,18
Cambridge,LIVING CELLS,18
Cambridge,MASS-SPECTROMETRY,18
Cambridge,PHENOTYPE,18
Cambridge,BRCA2 MUTATION CARRIERS,18
Cambridge,CONSORTIUM,18
Cambridge,SMALL-MOLECULE,18
Cambridge,OVEREXPRESSION,18
Cambridge,TRANSLOCATION,18
Cambridge,RNA,18
Cambridge,Mitochondria,17
Cambridge,TARGETS,17
Cambridge,NITRIC-OXIDE,17
Cambridge,ABSORPTION,17
Cambridge,C-REACTIVE PROTEIN,17
Cambridge,SYSTEMS,17
Cambridge,LIGHT-SCATTERING,17
Cambridge,SURFACES,17
Cambridge,LIGAND,17
Cambridge,Cohort study,17
Cambridge,SUPERGAUGE TRANSFORMATIONS,17
Cambridge,flow chemistry,17
Cambridge,Biomarkers,17
Cambridge,MICROREACTOR,17
Cambridge,Models,17
Cambridge,Barrett's oesophagus,17
Cambridge,BIOMARKERS,17
Cambridge,REACTOR,16
Cambridge,INHIBITORS,16
Cambridge,COMPOSITES,16
Cambridge,MECHANICAL-PROPERTIES,16
Cambridge,LIGAND-BINDING,15
